id,type,rank,dailyPriority,term,chinese,partOfSpeech,theme,ipa,syllables,exampleEnglish,exampleChinese,sourceTitle,sourceDoi,sourceType,sourceSlides,documentFrequency,corpusFrequency
ME-W171,word,171,1,mRNA,信使RNA,abbreviation,molecular-biology,/ˌem ɑːr en ˈeɪ/,mrna,We measured mRNA in the selected samples.,我们在所选样本中检测了信使RNA。,Cytoskeletal disorganization underlies PABPN1-mediated myogenic disability.,10.1038/s41598-020-74676-8,,,8,11
ME-W172,word,172,1,neuronal,神经元的,adjective,cell-biology,/njʊəˈrəʊnəl/,neur·on·al,This neuronal change may affect cellular pathways.,这种神经元的变化可能影响细胞通路。,Driving Therapeutic Innovation in Neurodegenerative Disease With Hydrogen Deuterium eXchange Mass Spectrometry.,10.1016/j.mcpro.2025.101017,,,8,11
ME-W173,word,173,1,pathogen,病原体,noun,immunology,/ˈpæθəd͡ʒn̩/,patho·gen,We discussed the role of pathogen in immune responses.,我们讨论了病原体在免疫反应中的作用。,Deep Proteomics Network and Machine Learning Analysis of Human Cerebrospinal Fluid in Japanese Encephalitis Virus Infection.,10.1021/acs.jproteome.2c00563,,,6,8
ME-W174,word,174,1,preparation,制备,noun,methods,/ˌpɹɛpəˈɹeɪʃ(ə)n/,pre·par·a·tion,We discussed the role of preparation in the experimental workflow.,我们讨论了制备在实验流程中的作用。,Towards light-coupled sample preparation for time-resolved cryoEM studies.,10.1107/s2052252526005324,,,8,11
ME-W175,word,175,1,resolution,分辨率,noun,mass-spec,/ˌɹɛzəˈl(j)uʃ(ə)n/,res·ol·u·tion,We discussed the role of resolution in mass-spectrometry experiments.,我们讨论了分辨率在质谱实验中的作用。,Effect of a Laparoscopic Donor Nephrectomy in Healthy Living Kidney Donors on the Acute Phase Response Using Either Propofol or Sevoflurane Anesthesia.,10.3390/ijms26115196,,,8,10
ME-W176,word,176,1,suppression,抑制,noun,molecular-biology,/səˈpɹɛʃən/,sup·pres·sion,We discussed the role of suppression in molecular regulation.,我们讨论了抑制在分子调控中的作用。,Long-persisting SARS-CoV-2 spike-specific CD4<sup>+</sup> T cells associated with mild disease and increased cytotoxicity post COVID-19.,10.1038/s41467-025-63711-9,,,8,10
ME-W177,word,177,1,transporter,转运体,noun,cell-biology,/tɹænsˈpɔːt.ə/,trans·port·er,We discussed the role of transporter in cellular pathways.,我们讨论了转运体在细胞通路中的作用。,Amino acid and viral binding by the high-affinity Cationic Amino acid Transporter 1 (CAT1) from Mus musculus.,10.1038/s41467-026-69421-0,,,8,9
ME-W178,word,178,1,checkpoint,检查点,noun,cell-biology,/ˈtʃekpɔɪnt/,check·point,We discussed the role of checkpoint in cellular pathways.,我们讨论了检查点在细胞通路中的作用。,Targeting G1-S-checkpoint-compromised cancers with cyclin A/B RxL inhibitors.,10.1038/s41586-025-09433-w,,,7,12
ME-W179,word,179,1,endosomal,内体的,adjective,cell-biology,/ˈendəʊsəʊməl/,en·do·somal,This endosomal change may affect cellular pathways.,这种内体的变化可能影响细胞通路。,A cytoplasmic motif in HLA-E that drives clathrin-mediated endocytosis and VCP-associated postendocytic trafficking.,10.1073/pnas.2514956122,,,7,12
ME-W180,word,180,1,complexity,复杂性,noun,communication,/kəmˈplɛk.sɪ.ti/,com·plex·ity,We discussed the role of complexity in the interpretation of the results.,我们讨论了复杂性在结果解读中的作用。,Analytical challenges for mapping non-canonical and non-protein ubiquitin/Ubl modifications by mass spectrometry.,10.1080/14789450.2026.2624128,,,8,8
ME-W181,word,181,1,DNA,脱氧核糖核酸,abbreviation,molecular-biology,/ˌdiː en ˈeɪ/,dna,We measured DNA in the selected samples.,我们在所选样本中检测了脱氧核糖核酸。,Pervasive phenotypic effects of FBXO42 are promoted by regulation of PP4 phosphatase.,10.1038/s44318-025-00675-y,,,52,150
ME-W182,word,182,1,mechanistic,机制性的,adjective,communication,/ˌmɛkəˈnɪstɪk/,mech·an·ist·ic,This mechanistic change may affect the interpretation of the results.,这种机制性的变化可能影响结果解读。,Nuclear Protein Aggregates Disrupt RNA Processing and Alter Biomechanics in a Muscle Cell Model of OPMD.,10.14336/ad.2025.0699,,,8,8
ME-W183,word,183,1,matrix,基质,noun,cell-biology,/ˈmeɪ.tɹɪks/,mat·rix,We discussed the role of matrix in cellular pathways.,我们讨论了基质在细胞通路中的作用。,A systems-based approach to uterine fibroids identifies differential splicing associated with abnormal uterine bleeding.,10.1038/s43856-025-01051-x,,,17,27
ME-W184,word,184,1,extracellular,细胞外的,adjective,cell-biology,/ˌekstrəˈseljʊlə/,ex·tra·cel·lu·lar,This extracellular change may affect cellular pathways.,这种细胞外的变化可能影响细胞通路。,A systems-based approach to uterine fibroids identifies differential splicing associated with abnormal uterine bleeding.,10.1038/s43856-025-01051-x,,,25,35
ME-W185,word,185,1,nuclear,细胞核的,adjective,cell-biology,/ˈnjuː.klɪə(ɹ)/,nuc·le·ar,This nuclear change may affect cellular pathways.,这种细胞核的变化可能影响细胞通路。,Nuclear Protein Aggregates Disrupt RNA Processing and Alter Biomechanics in a Muscle Cell Model of OPMD.,10.14336/ad.2025.0699,,,24,37
ME-W186,word,186,1,transcriptional,转录的,adjective,molecular-biology,/trænˈskrɪpʃənəl/,tran·scrip·tion·al,This transcriptional change may affect molecular regulation.,这种转录的变化可能影响分子调控。,A systems-based approach to uterine fibroids identifies differential splicing associated with abnormal uterine bleeding.,10.1038/s43856-025-01051-x,,,25,35
ME-W187,word,187,1,endogenous,内源性的,adjective,molecular-biology,/ɛnˈdɒd͡ʒ.ɪ.nəs/,en·do·gen·ous,This endogenous change may affect molecular regulation.,这种内源性的变化可能影响分子调控。,Nuclear Protein Aggregates Disrupt RNA Processing and Alter Biomechanics in a Muscle Cell Model of OPMD.,10.14336/ad.2025.0699,,,23,24
ME-W188,word,188,1,structural,结构的,adjective,molecular-biology,/ˈstrʌktʃərəl/,struc·tur·al,This structural change may affect molecular regulation.,这种结构的变化可能影响分子调控。,Amino acid and viral binding by the high-affinity Cationic Amino acid Transporter 1 (CAT1) from Mus musculus.,10.1038/s41467-026-69421-0,,,19,27
ME-W189,word,189,1,pathological,病理性的,adjective,clinical,/ˌpæθ.əˈlɒd͡ʒ.ɪ.kəl/,patho·lo·gic·al,This pathological change may affect disease mechanisms.,这种病理性的变化可能影响疾病机制。,Spatial protein expression patterns across pathologically-associated fibers revealed molecular specialization in inclusion body myositis.,10.1186/s12964-026-02720-7,,,19,26
ME-W190,word,190,1,therapeutic,治疗性的,adjective,clinical,/ˌθɛɹ.əˈpjuː.tɪk/,thera·peut·ic,This therapeutic change may affect disease mechanisms.,这种治疗性的变化可能影响疾病机制。,Pervasive phenotypic effects of FBXO42 are promoted by regulation of PP4 phosphatase.,10.1038/s44318-025-00675-y,,,43,46
ME-W191,word,191,1,quantitative,定量的,adjective,methods,/ˈkwɒntɪtətɪv/,quant·it·at·ive,This quantitative change may affect the experimental workflow.,这种定量的变化可能影响实验流程。,Structural Dynamics of the Ubiquitin Specific Protease USP30 in Complex with a Cyanopyrrolidine-Containing Covalent Inhibitor.,10.1021/acs.jproteome.4c00618,,,33,47
ME-W192,word,192,1,functional,功能性的,adjective,methods,/ˈfʌŋkt͡ʃənəl/,func·tion·al,This functional change may affect the experimental workflow.,这种功能性的变化可能影响实验流程。,Spatial protein expression patterns across pathologically-associated fibers revealed molecular specialization in inclusion body myositis.,10.1186/s12964-026-02720-7,,,40,52
ME-W193,word,193,1,selective,选择性的,adjective,drug-discovery,/səˈlɛktɪv/,se·lect·ive,This selective change may affect target discovery.,这种选择性的变化可能影响靶点发现。,Activity-based protein profiling reveals both canonical and novel ubiquitin pathway enzymes in Plasmodium.,10.1371/journal.ppat.1013032,,,27,33
ME-W194,word,194,1,regulatory,调节性的,adjective,molecular-biology,/ˈɹɛɡ.jʊ.lə.t(ɔː.)ɹi/,reg·u·lat·ory,This regulatory change may affect molecular regulation.,这种调节性的变化可能影响分子调控。,Pervasive phenotypic effects of FBXO42 are promoted by regulation of PP4 phosphatase.,10.1038/s44318-025-00675-y,,,25,29
ME-W195,word,195,1,objective,研究目标,noun,communication,/ɒbˈd͡ʒɛk.tɪv/,ob·ject·ive,We discussed the role of objective in the interpretation of the results.,我们讨论了研究目标在结果解读中的作用。,Integrated Plasma and Tissue Proteomics Reveals Attractin Release by Intraluminal Thrombus of Abdominal Aortic Aneurysms and Improves Aneurysm Growth Prediction in Humans.,10.1097/sla.0000000000004439,,,14,14
ME-W196,word,196,1,evidence,证据,noun,communication,/ˈɛv.ɪ.dəns/,evid·ence,We discussed the role of evidence in the interpretation of the results.,我们讨论了证据在结果解读中的作用。,A systems-based approach to uterine fibroids identifies differential splicing associated with abnormal uterine bleeding.,10.1038/s43856-025-01051-x,,,27,29
ME-W197,word,197,1,implication,意义或影响,noun,communication,/ˌɪmpləˈkeɪʃən/,im·plic·a·tion,We discussed the role of implication in the interpretation of the results.,我们讨论了意义或影响在结果解读中的作用。,A cytoplasmic motif in HLA-E that drives clathrin-mediated endocytosis and VCP-associated postendocytic trafficking.,10.1073/pnas.2514956122,,,0,0
ME-W198,word,198,1,conclusion,结论,noun,communication,/kənˈkluːʒən/,con·clu·sion,We discussed the role of conclusion in the interpretation of the results.,我们讨论了结论在结果解读中的作用。,Unconventional human CD61 pairing with CD103 promotes TCR signaling and antigen-specific T cell cytotoxicity.,10.1038/s41590-024-01802-3,,,19,19
ME-W199,word,199,1,hypothesis,假设,noun,communication,/haɪˈpɒθɪsɪs/,hy·po·thes·is,We discussed the role of hypothesis in the interpretation of the results.,我们讨论了假设在结果解读中的作用。,Deep Proteomics Network and Machine Learning Analysis of Human Cerebrospinal Fluid in Japanese Encephalitis Virus Infection.,10.1021/acs.jproteome.2c00563,,,7,7
ME-W200,word,200,1,reproducibility,可重复性,noun,communication,/ˌriːprədjuːsəˈbɪləti/,re·pro·du·cib·il·ity,We discussed the role of reproducibility in the interpretation of the results.,我们讨论了可重复性在结果解读中的作用。,Assessing the quality and reproducibility of a proteomic platform for clinical stroke biomarker discovery.,10.1007/s12975-010-0036-2,,,1,3
ME-P001,phrase,1,1,mass spectrometry,质谱,noun phrase,mass-spec,/mæs spɛkˈtrɒmɪtri/,mass spec·tro·metry,The project examines mass spectrometry in a relevant biological context.,该项目在相关生物学背景下研究质谱。,Analytical challenges for mapping non-canonical and non-protein ubiquitin/Ubl modifications by mass spectrometry.,10.1080/14789450.2026.2624128,,,3,0
ME-P002,phrase,2,1,tandem mass spectrometry,串联质谱,noun phrase,mass-spec,/ˈtændəm mæs spɛkˈtrɒmɪtri/,tan·dem mass spec·tro·metry,The project examines tandem mass spectrometry in a relevant biological context.,该项目在相关生物学背景下研究串联质谱。,Protocol to profile spatially resolved NLRP3 inflammasome complexes using APEX2-based proximity labeling.,10.1016/j.xpro.2024.103417,,,3,0
ME-P003,phrase,3,1,liquid chromatography,液相色谱,noun phrase,mass-spec,/ˈlɪkwɪd ˌkrəʊməˈtɒɡrəfi/,li·quid chro·ma·to·graphy,The project examines liquid chromatography in a relevant biological context.,该项目在相关生物学背景下研究液相色谱。,Protocol to profile spatially resolved NLRP3 inflammasome complexes using APEX2-based proximity labeling.,10.1016/j.xpro.2024.103417,,,3,0
ME-P004,phrase,4,1,LC-MS/MS,液相色谱-串联质谱,noun phrase,mass-spec,/ˌɛl siː ˌɛm ɛs ˌɛm ɛs/,lc-m·s/ms,The project examines LC-MS/MS in a relevant biological context.,该项目在相关生物学背景下研究液相色谱-串联质谱。,Protocol to profile spatially resolved NLRP3 inflammasome complexes using APEX2-based proximity labeling.,10.1016/j.xpro.2024.103417,,,3,0
ME-P005,phrase,5,1,quantitative proteomics,定量蛋白质组学,noun phrase,proteomics,/ˈkwɒntɪtətɪv ˌprəʊtiˈɒmɪks/,quant·it·at·ive pro·teo·m·ics,The project examines quantitative proteomics in a relevant biological context.,该项目在相关生物学背景下研究定量蛋白质组学。,Structural Dynamics of the Ubiquitin Specific Protease USP30 in Complex with a Cyanopyrrolidine-Containing Covalent Inhibitor.,10.1021/acs.jproteome.4c00618,,,3,0
ME-P006,phrase,6,1,functional proteomics,功能蛋白质组学,noun phrase,proteomics,/ˈfʌŋkt͡ʃənəl ˌprəʊtiˈɒmɪks/,func·tion·al pro·teo·m·ics,The project examines functional proteomics in a relevant biological context.,该项目在相关生物学背景下研究功能蛋白质组学。,Putting proteomics on target: activity-based profiling of ubiquitin and ubiquitin-like processing enzymes.,10.1586/14789450.3.2.213,,,3,0
ME-P007,phrase,7,1,quantitative mass spectrometry,定量质谱,noun phrase,mass-spec,/ˈkwɒntɪtətɪv mæs spɛkˈtrɒmɪtri/,quant·it·at·ive mass spec·tro·metry,The project examines quantitative mass spectrometry in a relevant biological context.,该项目在相关生物学背景下研究定量质谱。,Proteomics analysis of the matrisome from MC38 experimental mouse liver metastases.,10.1152/ajpgi.00014.2019,,,3,0
ME-P008,phrase,8,1,sample preparation,样品制备,noun phrase,methods,/ˈsɑːm.pəl ˌpɹɛpəˈɹeɪʃ(ə)n/,sample pre·par·a·tion,The project examines sample preparation in a relevant biological context.,该项目在相关生物学背景下研究样品制备。,Towards light-coupled sample preparation for time-resolved cryoEM studies.,10.1107/s2052252526005324,,,3,0
ME-P009,phrase,9,1,protein profiling,蛋白质谱分析,noun phrase,proteomics,/ˈpɹəʊ.ti.ɪn ˈprəʊfaɪlɪŋ/,pro·tein pro·fil·ing,The project examines protein profiling in a relevant biological context.,该项目在相关生物学背景下研究蛋白质谱分析。,USP24 is a cross-reactive DUB targeting MOV10 to regulate IFN-I production.,10.1038/s41467-026-74490-2,,,3,0
ME-P010,phrase,10,1,protein abundance,蛋白质丰度,noun phrase,proteomics,/ˈpɹəʊ.ti.ɪn əˈbʌn.dn̩s/,pro·tein abund·ance,The project examines protein abundance in a relevant biological context.,该项目在相关生物学背景下研究蛋白质丰度。,Deep topographic proteomics of a human brain tumour.,10.1038/s41467-023-43520-8,,,3,0
ME-P011,phrase,11,1,proteomic signature,蛋白质组特征,noun phrase,proteomics,/ˌprəʊtiˈɒmɪk ˈsɪɡ.nə.t͡ʃə/,pro·teo·m·ic sig·na·ture,The project examines proteomic signature in a relevant biological context.,该项目在相关生物学背景下研究蛋白质组特征。,Proteomic profiling of the brain of mice with experimental cerebral malaria.,10.1016/j.jprot.2017.06.002,,,3,0
ME-P012,phrase,12,1,ubiquitin ligase,泛素连接酶,noun phrase,ubiquitin,/juːˈbɪkwɪtɪn ˈlɪɡeɪz/,ubi·quitin li·g·ase,The project examines ubiquitin ligase in a relevant biological context.,该项目在相关生物学背景下研究泛素连接酶。,Pervasive phenotypic effects of FBXO42 are promoted by regulation of PP4 phosphatase.,10.1038/s44318-025-00675-y,,,3,0
ME-P013,phrase,13,1,ubiquitin chain,泛素链,noun phrase,ubiquitin,/juːˈbɪkwɪtɪn ˈt͡ʃeɪn/,ubi·quitin chain,The project examines ubiquitin chain in a relevant biological context.,该项目在相关生物学背景下研究泛素链。,The deubiquitinase TRABID stabilizes the K29/K48-specific E3 ubiquitin ligase HECTD1.,10.1074/jbc.ra120.015162,,,3,0
ME-P014,phrase,14,1,ubiquitin-proteasome system,泛素-蛋白酶体系统,noun phrase,ubiquitin,/juːˈbɪkwɪtɪn ˈprəʊtiəsəʊm ˈsɪstəm/,ubi·quit·in-·pro·tea·some sys·tem,The project examines ubiquitin-proteasome system in a relevant biological context.,该项目在相关生物学背景下研究泛素-蛋白酶体系统。,Activity-based protein profiling reveals both canonical and novel ubiquitin pathway enzymes in Plasmodium.,10.1371/journal.ppat.1013032,,,3,0
ME-P015,phrase,15,1,deubiquitinating enzyme,去泛素化酶,noun phrase,ubiquitin,/ˌdiːjuːˈbɪkwɪtɪneɪtɪŋ ˈɛn.zaɪm/,deu·bi·quit·in·at·ing en·zyme,The project examines deubiquitinating enzyme in a relevant biological context.,该项目在相关生物学背景下研究去泛素化酶。,Covalent Fragment Screening and Optimization Identifies the Chloroacetohydrazide Scaffold as Inhibitors for Ubiquitin C-terminal Hydrolase L1.,10.1021/acs.jmedchem.3c01661,,,3,0
ME-P016,phrase,16,1,deubiquitylating enzyme,去泛素化酶,noun phrase,ubiquitin,/ˌdiːjuːˈbɪkwɪtɪleɪtɪŋ ˈɛn.zaɪm/,deu·bi·quitylat·ing en·zyme,The project examines deubiquitylating enzyme in a relevant biological context.,该项目在相关生物学背景下研究去泛素化酶。,Structural Premise of Selective Deubiquitinase USP30 Inhibition by Small-Molecule Benzosulfonamides.,10.1016/j.mcpro.2023.100609,,,3,0
ME-P017,phrase,17,1,proteasome activity,蛋白酶体活性,noun phrase,ubiquitin,/ˈprəʊtiəsəʊm ækˈtɪv.ɪ.ti/,pro·tea·some activ·ity,The project examines proteasome activity in a relevant biological context.,该项目在相关生物学背景下研究蛋白酶体活性。,Tetrahydrobiopterin modulates ubiquitin conjugation to UBC13/UBE2N and proteasome activity by S-nitrosation.,10.1038/s41598-018-32481-4,,,3,0
ME-P018,phrase,18,1,proteasome inhibitor,蛋白酶体抑制剂,noun phrase,ubiquitin,/ˈprəʊtiəsəʊm ɪnˈhɪbɪtə/,pro·tea·some in·hib·it·or,The project examines proteasome inhibitor in a relevant biological context.,该项目在相关生物学背景下研究蛋白酶体抑制剂。,Regulation of SUMO2 target proteins by the proteasome in human cells exposed to replication stress.,10.1021/pr500997p,,,3,0
ME-P019,phrase,19,1,cysteine protease,半胱氨酸蛋白酶,noun phrase,protease,/ˈsɪstiːn ˈpɹəʊtɪeɪz/,cysteine pro·tease,The project examines cysteine protease in a relevant biological context.,该项目在相关生物学背景下研究半胱氨酸蛋白酶。,A deubiquitinating enzyme encoded by HSV-1 belongs to a family of cysteine proteases that is conserved across the family Herpesviridae.,10.1016/j.molcel.2005.07.003,,,2,0
ME-P020,phrase,20,1,active site,活性位点,noun phrase,protease,/ˈæk.tɪv saɪt/,act·ive site,The project examines active site in a relevant biological context.,该项目在相关生物学背景下研究活性位点。,Structural Dynamics of the Ubiquitin Specific Protease USP30 in Complex with a Cyanopyrrolidine-Containing Covalent Inhibitor.,10.1021/acs.jproteome.4c00618,,,3,0
ME-P021,phrase,21,1,catalytic domain,催化结构域,noun phrase,protease,/ˌkætəˈlɪtɪk ˌdəʊˈmeɪ̯n/,cata·lyt·ic do·main,The project examines catalytic domain in a relevant biological context.,该项目在相关生物学背景下研究催化结构域。,Structural basis for SMAC-mediated antagonism of caspase inhibition by the giant ubiquitin ligase BIRC6.,10.1126/science.ade8840,,,3,0
ME-P022,phrase,22,1,catalytic activity,催化活性,noun phrase,protease,/ˌkætəˈlɪtɪk ækˈtɪv.ɪ.ti/,cata·lyt·ic activ·ity,The project examines catalytic activity in a relevant biological context.,该项目在相关生物学背景下研究催化活性。,The deubiquitylase USP9X controls ribosomal stalling.,10.1083/jcb.202004211,,,3,0
ME-P023,phrase,23,1,target engagement,靶点结合,noun phrase,drug-discovery,/ˈtɑː.ɡɪt ɪnˈɡeɪd͡ʒ.mənt/,tar·get en·gage·ment,The project examines target engagement in a relevant biological context.,该项目在相关生物学背景下研究靶点结合。,Structural Premise of Selective Deubiquitinase USP30 Inhibition by Small-Molecule Benzosulfonamides.,10.1016/j.mcpro.2023.100609,,,3,0
ME-P024,phrase,24,1,therapeutic target,治疗靶点,noun phrase,drug-discovery,/ˌθɛɹ.əˈpjuː.tɪk ˈtɑː.ɡɪt/,thera·peut·ic tar·get,The project examines therapeutic target in a relevant biological context.,该项目在相关生物学背景下研究治疗靶点。,USP28 deletion and small-molecule inhibition destabilizes c-MYC and elicits regression of squamous cell lung carcinoma.,10.7554/elife.71596,,,3,0
ME-P025,phrase,25,1,small molecule,小分子,noun phrase,drug-discovery,/smɔːl ˈmɒl.ɪ.kjuːl/,small mo·lecule,The project examines small molecule in a relevant biological context.,该项目在相关生物学背景下研究小分子。,Analytical challenges for mapping non-canonical and non-protein ubiquitin/Ubl modifications by mass spectrometry.,10.1080/14789450.2026.2624128,,,3,0
ME-P026,phrase,26,1,post-translational modification,翻译后修饰,noun phrase,molecular-biology,/pəʊst tɹænzˈleɪʃənəl ˌmɒdɪfɪˈkeɪʃən/,post-trans·la·tion·al modi·fic·a·tion,The project examines post-translational modification in a relevant biological context.,该项目在相关生物学背景下研究翻译后修饰。,Cyclin F-EXO1 axis controls cell cycle-dependent execution of double-strand break repair.,10.1126/sciadv.ado0636,,,3,0
ME-P027,phrase,27,1,lysine residue,赖氨酸残基,noun phrase,ubiquitin,/ˈlaɪsiːn ˈrezɪdjuː/,lys·ine residue,The project examines lysine residue in a relevant biological context.,该项目在相关生物学背景下研究赖氨酸残基。,The Jumonji-C oxygenase JMJD7 catalyzes (3S)-lysyl hydroxylation of TRAFAC GTPases.,10.1038/s41589-018-0071-y,,,3,0
ME-P028,phrase,28,1,cysteine residue,半胱氨酸残基,noun phrase,protease,/ˈsɪstiːn ˈrezɪdjuː/,cysteine residue,The project examines cysteine residue in a relevant biological context.,该项目在相关生物学背景下研究半胱氨酸残基。,The deubiquitinase TRABID stabilizes the K29/K48-specific E3 ubiquitin ligase HECTD1.,10.1074/jbc.ra120.015162,,,2,0
ME-P029,phrase,29,1,amino acid,氨基酸,noun phrase,molecular-biology,/əˈmiːnəʊ ˈæsɪd/,amino acid,The project examines amino acid in a relevant biological context.,该项目在相关生物学背景下研究氨基酸。,Amino acid and viral binding by the high-affinity Cationic Amino acid Transporter 1 (CAT1) from Mus musculus.,10.1038/s41467-026-69421-0,,,3,0
ME-P030,phrase,30,1,side chain,侧链,noun phrase,molecular-biology,/ˈsaɪ̯d ˈt͡ʃeɪn/,side chain,The project examines side chain in a relevant biological context.,该项目在相关生物学背景下研究侧链。,Posttranslational mutagenesis: A chemical strategy for exploring protein side-chain diversity.,10.1126/science.aag1465,,,2,0
ME-P031,phrase,31,1,protein degradation,蛋白质降解,noun phrase,ubiquitin,/ˈpɹəʊ.ti.ɪn ˌdɛɡɹəˈdeɪʃən/,pro·tein de·grad·a·tion,The project examines protein degradation in a relevant biological context.,该项目在相关生物学背景下研究蛋白质降解。,Cytoskeletal protein degradation in brain death donor kidneys associates with adverse posttransplant outcomes.,10.1111/ajt.16912,,,3,0
ME-P032,phrase,32,1,protein turnover,蛋白质周转,noun phrase,ubiquitin,/ˈpɹəʊ.ti.ɪn ˈtɜːnəʊvə/,pro·tein turnover,The project examines protein turnover in a relevant biological context.,该项目在相关生物学背景下研究蛋白质周转。,Analytical challenges for mapping non-canonical and non-protein ubiquitin/Ubl modifications by mass spectrometry.,10.1080/14789450.2026.2624128,,,3,0
ME-P033,phrase,33,1,gene expression,基因表达,noun phrase,molecular-biology,/d͡ʒiːn əkˈspɹɛʃ.n̩/,gene ex·pres·sion,The project examines gene expression in a relevant biological context.,该项目在相关生物学背景下研究基因表达。,The Mechano-Ubiquitinome of Articular Cartilage: Differential Ubiquitination and Activation of a Group of ER-Associated DUBs and ER Stress Regulators.,10.1016/j.mcpro.2022.100419,,,3,0
ME-P034,phrase,34,1,transcription factor,转录因子,noun phrase,molecular-biology,/tɹænˈskɹɪpʃən ˈfæk.təː/,tran·scrip·tion factor,The project examines transcription factor in a relevant biological context.,该项目在相关生物学背景下研究转录因子。,Distinct contributions of DNA methylation and histone acetylation to the genomic occupancy of transcription factors.,10.1101/gr.257576.119,,,3,0
ME-P035,phrase,35,1,transcriptional activation,转录激活,noun phrase,molecular-biology,/trænˈskrɪpʃənəl ˌæktɪˈveɪʃn̩/,tran·scrip·tion·al ac·tiv·a·tion,The project examines transcriptional activation in a relevant biological context.,该项目在相关生物学背景下研究转录激活。,Cofactor Strap regulates oxidative phosphorylation and mitochondrial p53 activity through ATP synthase.,10.1038/cdd.2014.135,,,3,0
ME-P036,phrase,36,1,DNA damage,DNA损伤,noun phrase,molecular-biology,/ˌdiː en ˈeɪ ˈdæmɪd͡ʒ/,dna dam·age,The project examines DNA damage in a relevant biological context.,该项目在相关生物学背景下研究DNA损伤。,Pervasive phenotypic effects of FBXO42 are promoted by regulation of PP4 phosphatase.,10.1038/s44318-025-00675-y,,,3,0
ME-P037,phrase,37,1,DNA repair,DNA修复,noun phrase,molecular-biology,/ˌdiː en ˈeɪ ɹɪˈpɛə/,dna re·pair,The project examines DNA repair in a relevant biological context.,该项目在相关生物学背景下研究DNA修复。,p97/VCP inhibition causes excessive MRE11-dependent DNA end resection promoting cell killing after ionizing radiation.,10.1016/j.celrep.2021.109153,,,3,0
ME-P038,phrase,38,1,DNA replication,DNA复制,noun phrase,molecular-biology,/ˌdiː en ˈeɪ ɹɛplɪˈkeɪʃən/,dna rep·lic·a·tion,The project examines DNA replication in a relevant biological context.,该项目在相关生物学背景下研究DNA复制。,BLM and BRCA1-BARD1 coordinate complementary mechanisms of joint DNA molecule resolution.,10.1016/j.molcel.2023.12.040,,,3,0
ME-P039,phrase,39,1,replication stress,复制应激,noun phrase,molecular-biology,/ɹɛplɪˈkeɪʃən ˈstɹɛs/,rep·lic·a·tion stress,The project examines replication stress in a relevant biological context.,该项目在相关生物学背景下研究复制应激。,The Bloom syndrome complex senses RPA-coated single-stranded DNA to restart stalled replication forks.,10.1038/s41467-020-20818-5,,,3,0
ME-P040,phrase,40,1,genome stability,基因组稳定性,noun phrase,molecular-biology,/ˈd͡ʒiː.nəʊm stəˈbɪlɪti/,gen·ome sta·bil·ity,The project examines genome stability in a relevant biological context.,该项目在相关生物学背景下研究基因组稳定性。,MDC1 Interacts with TOPBP1 to Maintain Chromosomal Stability during Mitosis.,10.1016/j.molcel.2019.02.014,,,3,0
ME-P041,phrase,41,1,cell cycle,细胞周期,noun phrase,cell-biology,/sɛl ˈsaɪ.kəl/,cell cycle,The project examines cell cycle in a relevant biological context.,该项目在相关生物学背景下研究细胞周期。,Pervasive phenotypic effects of FBXO42 are promoted by regulation of PP4 phosphatase.,10.1038/s44318-025-00675-y,,,3,0
ME-P042,phrase,42,1,cell proliferation,细胞增殖,noun phrase,cell-biology,/sɛl pɹəˌlɪf.əˈɹeɪ.ʃən/,cell pro·lif·er·a·tion,The project examines cell proliferation in a relevant biological context.,该项目在相关生物学背景下研究细胞增殖。,Linker Histone H1.2 Directs Genome-wide Chromatin Association of the Retinoblastoma Tumor Suppressor Protein and Facilitates Its Function.,10.1016/j.celrep.2017.05.053,,,3,0
ME-P043,phrase,43,1,cell survival,细胞存活,noun phrase,cell-biology,/sɛl səˈvaɪ.vəl/,cell sur·viv·al,The project examines cell survival in a relevant biological context.,该项目在相关生物学背景下研究细胞存活。,Pervasive phenotypic effects of FBXO42 are promoted by regulation of PP4 phosphatase.,10.1038/s44318-025-00675-y,,,3,0
ME-P044,phrase,44,1,cell death,细胞死亡,noun phrase,cell-biology,/sɛl dɛθ/,cell death,The project examines cell death in a relevant biological context.,该项目在相关生物学背景下研究细胞死亡。,Targeting G1-S-checkpoint-compromised cancers with cyclin A/B RxL inhibitors.,10.1038/s41586-025-09433-w,,,3,0
ME-P045,phrase,45,1,oxidative stress,氧化应激,noun phrase,cell-biology,/ˈɒksɪdətɪv ˈstɹɛs/,ox·id·at·ive stress,The project examines oxidative stress in a relevant biological context.,该项目在相关生物学背景下研究氧化应激。,Targeted delivery of galunisertib using machine perfusion reduces fibrogenesis in an integrated ex vivo renal transplant and fibrogenesis model.,10.1111/bph.16220,,,3,0
ME-P046,phrase,46,1,reactive oxygen species,活性氧,noun phrase,cell-biology,/ɹiːˈæktɪv ˈɒksɪd͡ʒən ˈspiːʃiːz/,re·act·ive oxy·gen spe·cies,The project examines reactive oxygen species in a relevant biological context.,该项目在相关生物学背景下研究活性氧。,Amine oxidase 3 is a novel pro-inflammatory marker of oxidative stress in peritoneal endometriosis lesions.,10.1038/s41598-020-58362-3,,,3,0
